Drug_ID	Drug	Y
"n-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine"	"CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24"	1.3
"3-(1-chlorophenothiazin-10-yl)-n-methylpropan-1-amine"	"CNCCCN1C2=CC=CC=C2SC3=C1C(=CC=C3)Cl"	1.37
"1-(4-iodophenyl)-4-(2-methylpropyl)piperazine"	"CC(C)CN1CCN(CC1)C2=CC=C(C=C2)I"	1.38
"1-butan-2-yl-4-(4-iodophenyl)piperazine"	"CCC(C)N1CCN(CC1)C2=CC=C(C=C2)I"	1.38
"4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one"	"C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F"	1.38
"10-[3-(4-methylpiperazine-1,4-diium-1-yl)propyl]-2-(trifluoromethyl)phenothiazine"	"C[NH+]1CC[NH+](CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F"	1.4
"2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one"	"CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C"	1.4
"10-[3-(4-methylpiperidin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine"	"CC1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F"	1.44
"n,n-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine"	"CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F"	1.44
"2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol"	"C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO"	1.5
"4-(3,4-dichlorophenyl)-n-methyl-1,2,3,4-tetrahydronaphthalen-1-amine"	"CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl"	1.6
"1-[6-chloro-5-(trifluoromethyl)pyridin-2-yl]piperazine"	"C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl"	1.64
"(5s,5ar,8ar,9r)-5-[[(2r,4ar,6r,7r,8r,8as)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5h-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"	"C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O"	-1.5
"1-[4-[4-[[(2r,4s)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone"	"CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl"	-0.28
"(2r,3r,4r,5r)-hexane-1,2,3,4,5,6-hexol"	"C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O"	-1.6
"1-cyano-3-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]-2-methylguanidine"	"CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N"	-1.54
"2-(1,8-diethyl-4,9-dihydro-3h-pyrano[3,4-b]indol-1-yl)acetic acid"	"CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O"	-1.42
"1-cyano-2-methyl-3-[2-[(5-methyl-1h-imidazol-4-yl)methylsulfanyl]ethyl]guanidine"	"CC1=C(N=CN1)CSCCNC(=NC)NC#N"	-1.4
"9-[5-(hydroxymethyl)oxolan-2-yl]-1h-purin-6-one"	"C1CC(OC1CO)N2C=NC3=C2N=CNC3=O"	-1.3
"4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol"	"CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O"	-1.3
"2-(4-phenyl-1,3-thiazol-2-yl)ethanamine"	"C1=CC=C(C=C1)C2=CSC(=N2)CCN"	-1.3
"(8-chloro-6-phenyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-1-yl)methanol"	"C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO"	-1.3
"3-[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2h-furan-5-one"	"CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O"	-1.2
"4-amino-1-[5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"	"C1CC(OC1CO)N2C=CC(=NC2=O)N"	-1.2
"4-amino-1-[(2r,5s)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"	"C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N"	-1.2
"n-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-3-nitro-1h-pyrrol-2-amine"	"CN(C)CC1=CC=C(O1)CSCCNC2=C(C=CN2)[N+](=O)[O-]"	-1.12
"2-hydroxybenzoic acid"	"C1=CC=C(C(=C1)C(=O)O)O"	-1.1
"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid"	"CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O"	-1.1
"n-[4-[3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1h-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide"	"CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O"	-1.03
"methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-11-aza-1-azoniatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-8-formyl-10-hydroxy-5-methoxy-8-aza-16-azoniapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"	"CCC1(CC2CC(C3=C(CC[NH+](C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CC[NH+]9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O"	-1.03
"2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid"	"CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O"	-1.0
"(2s)-n-[(2s,3r)-4-[(3s,4as,8as)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1h-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide"	"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O"	-0.95
"2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide"	"CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O"	-0.9
"1-[(2r,4s,5r)-4-fluoro-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione"	"CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F"	-0.85
"6-chloro-3-[1-[3-(2-oxo-3h-benzimidazol-1-yl)propyl]piperidin-4-yl]-1h-benzimidazol-2-one"	"C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O"	-0.8
"2-amino-9-(2-hydroxyethoxymethyl)-3h-purin-6-one"	"C1=NC2=C(N1COCCO)NC(=NC2=O)N"	-0.8
"1-[4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione"	"CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]"	-0.72
"1-[(2r,4s,5s)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione"	"CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]"	-0.7
"2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile"	"CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC"	-0.7
"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one"	"CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F"	-0.7
"2-acetyloxybenzoate"	"CC(=O)OC1=CC=CC=C1C(=O)[O-]"	-0.5
"n,n-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide"	"CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C"	-0.48
"n-methyl-2-[3-(1-methylpiperidin-4-yl)-1h-indol-5-yl]ethanesulfonamide"	"CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C"	-0.46
"4-[2-(dipropylamino)ethyl]-7-hydroxy-1,3-dihydroindol-2-one"	"CCCN(CCC)CCC1=C2CC(=O)NC2=C(C=C1)O"	-0.43
"1-[3-[2-(dimethylamino)ethyl]-1h-indol-5-yl]-n-methylmethanesulfonamide"	"CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C"	-0.4
"5-[3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-1h-quinolin-2-one"	"CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O"	-0.4
"10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine"	"CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C"	-0.4
"n-(4-hydroxyphenyl)acetamide"	"CC(=O)NC1=CC=C(C=C1)O"	-0.3
"n-methyl-2-pyridin-2-ylethanamine"	"CNCCC1=CC=CC=N1"	-0.3
"1,3-dimethyl-7h-purine-2,6-dione"	"CN1C2=C(C(=O)N(C1=O)C)NC=N2"	-0.3
"dichloromethane"	"C(Cl)Cl"	-0.3
"(4r,4ar,7s,7ar,12bs)-3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol"	"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O"	-0.3
"3-ethyl-3-methylpyrrolidine-2,5-dione"	"CCC1(CC(=O)NC1=O)C"	-0.3
"8-chloro-6-(2-fluorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepin-4-ol"	"CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F"	-0.3
"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate"	"CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1"	-0.3
"8-methyl-6,9-diazaspiro[4.5]decane-7,10-dione"	"CC1C(=O)NC2(CCCC2)C(=O)N1"	-0.26
"2-propylpentanoic acid"	"CCCC(CCC)C(=O)O"	-0.2
"3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol"	"CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O"	-0.2
"(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol"	"COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O"	-0.2
"5-ethyl-5-methyl-1,3-diazinane-2,4,6-trione"	"CCC1(C(=O)NC(=O)NC1=O)C"	-0.2
"7-tert-butyl-3-(2,5-difluorophenyl)-6-[(2-methyl-1,2,4-triazol-3-yl)methoxy]-[1,2,4]triazolo[4,3-b]pyridazine"	"CC(C)(C)C1=CC2=NN=C(N2N=C1OCC3=NC=NN3C)C4=C(C=CC(=C4)F)F"	-0.2
"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one"	"C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl"	-0.2
"ethanol"	"CCO"	-0.2
"2-[1-(aminomethyl)cyclohexyl]acetic acid"	"C1CCC(CC1)(CC(=O)O)CN"	-0.19
"2-methylpropan-1-ol"	"CC(C)CO"	-0.17
"propan-1-ol"	"CCCO"	-0.16
"(8s,9r,10s,11s,13s,14s,16r,17r)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C"	-0.15
"[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate"	"CCCC(C)(COC(=O)N)COC(=O)N"	-0.15
"propan-2-one"	"CC(=O)C"	-0.15
"3-phenyl-4-pyridin-4-yl-6-(4-pyrimidin-2-ylpiperazin-1-yl)pyridazine"	"C1CN(CCN1C2=NN=C(C(=C2)C3=CC=NC=C3)C4=CC=CC=C4)C5=NC=CC=N5"	-0.15
"urea"	"C(=O)(N)N"	-0.14
"(z)-1,2-dichloroethene"	"C(=C\Cl)\Cl"	-0.13
"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione"	"CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2"	-0.12
"methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"	"CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O"	-0.1
"5,5-diphenylimidazolidine-2,4-dione"	"C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3"	-0.1
"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione"	"CCCC(C)C1(C(=O)NC(=S)NC1=O)CC"	-0.1
"1,5-dimethyl-2-phenylpyrazol-3-one"	"CC1=CC(=O)N(N1C)C2=CC=CC=C2"	-0.1
"propan-2-ol"	"CC(C)O"	-0.1
"butan-2-one"	"CCC(=O)C"	-0.1
"1-(1h-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol"	"CC(C)NCC(COC1=CC=CC2=C1C=CN2)O"	-0.1
"benzo[b][1]benzazepine-11-carboxamide"	"C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N"	-0.1
"1,3,7-trimethylpurine-2,6-dione"	"CN1C=NC2=C1C(=O)N(C(=O)N2C)C"	-0.1
"[(1r,2s,6s,9r)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate"	"CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C"	-0.07
"[(1s,3r,7s,8s,8ar)-8-[2-[(2r,4r)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2s)-2-methylbutanoate"	"CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C"	-0.07
"(2s)-2-(2-oxopyrrolidin-1-yl)butanamide"	"CC[C@@H](C(=O)N)N1CCCC1=O"	-0.04
"n-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]piperidine-4-carboxamide"	"CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3"	-0.01
"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one"	"CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F"	0.0
"ethoxyethane"	"CCOCC"	0.0
"(1s,9s,10s)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene"	"CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC"	0.02
"1-butyl-3-phenylthiourea"	"CCCCNC(=S)NC1=CC=CC=C1"	0.03
"xenon"	"[Xe]"	0.03
"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione"	"CCC1(C(=O)NC(=O)NC1=O)CCC(C)C"	0.04
"n,6,6-trimethyl-n-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine"	"CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21"	0.08
"5-(cyclohexen-1-yl)-1,5-dimethyl-1,3-diazinane-2,4,6-trione"	"CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2"	0.1
"cyclopropane"	"C1CC1"	0.1
"ethenoxyethene"	"C=COC=C"	0.1
"5-ethyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione"	"CCCC(C)C1(C(=O)NC(=O)NC1=O)CC"	0.1
"n-(2,6-dichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl"	0.1
"2-(4-amino-3-iodophenyl)-1,3-benzothiazol-6-ol"	"C1=CC(=C(C=C1C2=NC3=C(S2)C=C(C=C3)O)I)N"	0.2
"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one"	"CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1"	0.2
"10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine"	"CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC"	0.2
"2,2-dichloro-1,1-difluoro-1-methoxyethane"	"COC(C(Cl)Cl)(F)F"	0.2
"ethylbenzene"	"CCC1=CC=CC=C1"	0.2
"1,3-xylene"	"CC1=CC(=CC=C1)C"	0.2
"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane"	"C(C(OC(F)F)(F)F)(F)Cl"	0.24
"3-(1-methylpyrrolidin-2-yl)pyridine"	"CN1CCCC1C2=CN=CC=C2"	0.24
"1-bromopropane"	"CCCBr"	0.27
"1-(3-methylphenoxy)-3-(propan-2-ylamino)propan-2-ol"	"CC1=CC(=CC=C1)OCC(CNC(C)C)O"	0.28
"1,1,2-trichloroethene"	"C(=C(Cl)Cl)Cl"	0.3
"2-bromo-2-chloro-1,1,1-trifluoroethane"	"C(C(F)(F)F)(Cl)Br"	0.3
"chloroform"	"C(Cl)(Cl)Cl"	0.3
"7-chloro-1-methyl-5-phenyl-1,5-benzodiazepine-2,4-dione"	"CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3"	0.3
"1,1,1-trichloroethane"	"CC(Cl)(Cl)Cl"	0.4
"7-chloro-5-phenyl-1h-1,5-benzodiazepine-2,4-dione"	"C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3"	0.4
"2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol"	"OCCOCC[NH+]1CC[NH+](CC1)C(c2ccccc2)c3ccc(Cl)cc3"	0.4
"benzene"	"C1=CC=CC=C1"	0.4
"toluene"	"CC1=CC=CC=C1"	0.4
"1,4-xylene"	"CC1=CC=C(C=C1)C"	0.4
"8-chloro-6-(2-fluorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepine"	"CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F"	0.4
"1-(1-phenylcyclohexyl)piperidine"	"C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3"	0.4
"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane"	"C(C(F)(F)F)(OC(F)F)Cl"	0.42
"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one"	"C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl"	0.44
"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine"	"C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N"	0.48
"7-chloro-1-methyl-5-phenyl-3h-1,4-benzodiazepin-2-one"	"CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3"	0.5
"8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione"	"C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4"	0.5
"7-chloro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one"	"C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3"	0.5
"1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol"	"CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O"	0.54
"9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol"	"CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O"	0.6
"n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamide"	"CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3"	0.6
"(4r,4ar,7s,7ar,12bs)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol"	"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O"	0.6
"1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol"	"CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O"	0.64
"1-tert-butyl-4,4-diphenylpiperidine"	"CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3"	0.66
"n-(4-fluorophenyl)-4,5-dimethyl-6-(1-methyl-3,4-dihydro-1h-isoquinolin-2-yl)pyrimidin-2-amine"	"CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F"	0.68
"2,6-di(propan-2-yl)phenol"	"CC(C)C1=C(C(=CC=C1)C(C)C)O"	0.7
"(1r,2r)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol"	"CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O"	0.7
"8-chloro-6-(2-chlorophenyl)-1-methyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"	"CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl"	0.7
"n-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine"	"CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F"	0.72
"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-n,n-dimethyl-2,2-diphenylbutanamide"	"CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4"	0.77
"2-methyl-4-(4-methylpiperazin-1-yl)-10h-thieno[2,3-b][1,5]benzodiazepine"	"CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C"	0.8
"heptane"	"CCCCCCC"	0.8
"pentane"	"CCCCC"	0.8
"hexane"	"CCCCCC"	0.8
"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-n,n-dimethylpropan-1-amine"	"CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31"	0.8
"2-methylheptane"	"CCCCCC(C)C"	0.86
"methyl 2-phenyl-2-piperidin-2-ylacetate"	"COC(=O)C(C1CCCCN1)C2=CC=CC=C2"	0.88
"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one"	"COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC"	0.89
"6-(dimethylamino)-4,4-diphenylheptan-3-one"	"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2"	0.9
"n,n-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine"	"CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31"	0.9
"cyclohexane"	"C1CCCCC1"	0.9
"n-methyl-1-phenylpropan-2-amine"	"CC(CC1=CC=CC=C1)NC"	0.9
"2-[4-[(z)-1,2-diphenylbut-1-enyl]phenoxy]-n,n-dimethylethanamine"	"CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3"	0.92
"2-methyloctane"	"CCCCCCC(C)C"	0.98
"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3h-2-benzofuran-5-carbonitrile"	"CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F"	0.99
"[(3ar,8bs)-3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl] n-phenylcarbamate"	"C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C"	1.0
"3-(2-chlorophenothiazin-10-yl)propyl-dimethylazanium"	"C[NH+](C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl"	1.06
